"Plot Title: TP10"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10969481, SEN S/N: 10969481)","Intensity, lum/ft² (LGR S/N: 10969481, SEN S/N: 10969481)","Coupler Detached (LGR S/N: 10969481)","Coupler Attached (LGR S/N: 10969481)","Host Connected (LGR S/N: 10969481)","Stopped (LGR S/N: 10969481)","End Of File (LGR S/N: 10969481)"
42,08/06/16 10:03:21 PM,23.966,0.0,,,,,
43,08/06/16 10:04:21 PM,23.966,0.0,,,,,
44,08/06/16 10:05:21 PM,23.869,0.0,,,,,
45,08/06/16 10:06:21 PM,23.869,0.0,,,,,
46,08/06/16 10:07:21 PM,23.869,0.0,,,,,
47,08/06/16 10:08:21 PM,23.869,0.0,,,,,
48,08/06/16 10:09:21 PM,23.869,0.0,,,,,
49,08/06/16 10:10:21 PM,23.869,0.0,,,,,
50,08/06/16 10:11:21 PM,23.869,0.0,,,,,
51,08/06/16 10:12:21 PM,23.869,0.0,,,,,
52,08/06/16 10:13:21 PM,23.869,0.0,,,,,
53,08/06/16 10:14:21 PM,23.773,0.0,,,,,
54,08/06/16 10:15:21 PM,23.773,0.0,,,,,
55,08/06/16 10:16:21 PM,23.773,0.0,,,,,
56,08/06/16 10:17:21 PM,23.773,0.0,,,,,
57,08/06/16 10:18:21 PM,23.773,0.0,,,,,
58,08/06/16 10:19:21 PM,23.773,0.0,,,,,
59,08/06/16 10:20:21 PM,23.773,0.0,,,,,
60,08/06/16 10:21:21 PM,23.773,0.0,,,,,
61,08/06/16 10:22:21 PM,23.773,0.0,,,,,
62,08/06/16 10:23:21 PM,23.773,0.0,,,,,
63,08/06/16 10:24:21 PM,23.773,0.0,,,,,
64,08/06/16 10:25:21 PM,23.773,0.0,,,,,
65,08/06/16 10:26:21 PM,23.773,0.0,,,,,
66,08/06/16 10:27:21 PM,23.677,0.0,,,,,
67,08/06/16 10:28:21 PM,23.677,0.0,,,,,
68,08/06/16 10:29:21 PM,23.677,0.0,,,,,
69,08/06/16 10:30:21 PM,23.677,0.0,,,,,
70,08/06/16 10:31:21 PM,23.677,0.0,,,,,
71,08/06/16 10:32:21 PM,23.677,0.0,,,,,
72,08/06/16 10:33:21 PM,23.677,0.0,,,,,
73,08/06/16 10:34:21 PM,23.677,0.0,,,,,
74,08/06/16 10:35:21 PM,23.581,0.0,,,,,
75,08/06/16 10:36:21 PM,23.581,0.0,,,,,
76,08/06/16 10:37:21 PM,23.581,0.0,,,,,
77,08/06/16 10:38:21 PM,23.581,0.0,,,,,
78,08/06/16 10:39:21 PM,23.581,0.0,,,,,
79,08/06/16 10:40:21 PM,23.581,0.0,,,,,
80,08/06/16 10:41:21 PM,23.581,0.0,,,,,
81,08/06/16 10:42:21 PM,23.581,0.0,,,,,
82,08/06/16 10:43:21 PM,23.581,0.0,,,,,
83,08/06/16 10:44:21 PM,23.581,0.0,,,,,
84,08/06/16 10:45:21 PM,23.484,0.0,,,,,
85,08/06/16 10:46:21 PM,23.484,0.0,,,,,
86,08/06/16 10:47:21 PM,23.484,0.0,,,,,
87,08/06/16 10:48:21 PM,23.484,0.0,,,,,
88,08/06/16 10:49:21 PM,23.484,0.0,,,,,
89,08/06/16 10:50:21 PM,23.484,0.0,,,,,
90,08/06/16 10:51:21 PM,23.484,0.0,,,,,
91,08/06/16 10:52:21 PM,23.484,0.0,,,,,
92,08/06/16 10:53:21 PM,23.484,0.0,,,,,
93,08/06/16 10:54:21 PM,23.484,0.0,,,,,
94,08/06/16 10:55:21 PM,23.484,0.0,,,,,
95,08/06/16 10:56:21 PM,23.484,0.0,,,,,
96,08/06/16 10:57:21 PM,23.484,0.0,,,,,
97,08/06/16 10:58:21 PM,23.484,0.0,,,,,
98,08/06/16 10:59:21 PM,23.388,0.0,,,,,
99,08/06/16 11:00:21 PM,23.388,0.0,,,,,
100,08/06/16 11:01:21 PM,23.388,0.0,,,,,
101,08/06/16 11:02:21 PM,23.388,0.0,,,,,
102,08/06/16 11:03:21 PM,23.388,0.0,,,,,
103,08/06/16 11:04:21 PM,23.388,0.0,,,,,
104,08/06/16 11:05:21 PM,23.388,0.0,,,,,
105,08/06/16 11:06:21 PM,23.388,0.0,,,,,
106,08/06/16 11:07:21 PM,23.388,0.0,,,,,
107,08/06/16 11:08:21 PM,23.388,0.0,,,,,
108,08/06/16 11:09:21 PM,23.388,0.0,,,,,
109,08/06/16 11:10:21 PM,23.388,0.0,,,,,
110,08/06/16 11:11:21 PM,23.388,0.0,,,,,
111,08/06/16 11:12:21 PM,23.388,0.0,,,,,
112,08/06/16 11:13:21 PM,23.388,0.0,,,,,
113,08/06/16 11:14:21 PM,23.388,0.0,,,,,
114,08/06/16 11:15:21 PM,23.388,0.0,,,,,
115,08/06/16 11:16:21 PM,23.388,0.0,,,,,
116,08/06/16 11:17:21 PM,23.388,0.0,,,,,
117,08/06/16 11:18:21 PM,23.388,0.0,,,,,
118,08/06/16 11:19:21 PM,23.388,0.0,,,,,
119,08/06/16 11:20:21 PM,23.388,0.0,,,,,
120,08/06/16 11:21:21 PM,23.388,0.0,,,,,
121,08/06/16 11:22:21 PM,23.388,0.0,,,,,
122,08/06/16 11:23:21 PM,23.292,0.0,,,,,
123,08/06/16 11:24:21 PM,23.388,0.0,,,,,
124,08/06/16 11:25:21 PM,23.388,0.0,,,,,
125,08/06/16 11:26:21 PM,23.388,0.0,,,,,
126,08/06/16 11:27:21 PM,23.388,0.0,,,,,
127,08/06/16 11:28:21 PM,23.388,0.0,,,,,
128,08/06/16 11:29:21 PM,23.388,0.0,,,,,
129,08/06/16 11:30:21 PM,23.388,0.0,,,,,
130,08/06/16 11:31:21 PM,23.388,0.0,,,,,
131,08/06/16 11:32:21 PM,23.292,0.0,,,,,
132,08/06/16 11:33:21 PM,23.292,0.0,,,,,
133,08/06/16 11:34:21 PM,23.292,0.0,,,,,
134,08/06/16 11:35:21 PM,23.292,0.0,,,,,
135,08/06/16 11:36:21 PM,23.292,0.0,,,,,
136,08/06/16 11:37:21 PM,23.292,0.0,,,,,
137,08/06/16 11:38:21 PM,23.292,0.0,,,,,
138,08/06/16 11:39:21 PM,23.292,0.0,,,,,
139,08/06/16 11:40:21 PM,23.292,0.0,,,,,
140,08/06/16 11:41:21 PM,23.292,0.0,,,,,
141,08/06/16 11:42:21 PM,23.292,0.0,,,,,
142,08/06/16 11:43:21 PM,23.196,0.0,,,,,
143,08/06/16 11:44:21 PM,23.196,0.0,,,,,
144,08/06/16 11:45:21 PM,23.196,0.0,,,,,
145,08/06/16 11:46:21 PM,23.196,0.0,,,,,
146,08/06/16 11:47:21 PM,23.196,0.0,,,,,
147,08/06/16 11:48:21 PM,23.196,0.0,,,,,
148,08/06/16 11:49:21 PM,23.196,0.0,,,,,
149,08/06/16 11:50:21 PM,23.196,0.0,,,,,
150,08/06/16 11:51:21 PM,23.196,0.0,,,,,
151,08/06/16 11:52:21 PM,23.196,0.0,,,,,
152,08/06/16 11:53:21 PM,23.100,0.0,,,,,
153,08/06/16 11:54:21 PM,23.100,0.0,,,,,
154,08/06/16 11:55:21 PM,23.100,0.0,,,,,
155,08/06/16 11:56:21 PM,23.100,0.0,,,,,
156,08/06/16 11:57:21 PM,23.100,0.0,,,,,
157,08/06/16 11:58:21 PM,23.100,0.0,,,,,
158,08/06/16 11:59:21 PM,23.100,0.0,,,,,
159,08/07/16 12:00:21 AM,23.100,0.0,,,,,
160,08/07/16 12:01:21 AM,23.100,0.0,,,,,
161,08/07/16 12:02:21 AM,23.100,0.0,,,,,
162,08/07/16 12:03:21 AM,23.004,0.0,,,,,
163,08/07/16 12:04:21 AM,23.004,0.0,,,,,
164,08/07/16 12:05:21 AM,23.004,0.0,,,,,
165,08/07/16 12:06:21 AM,23.004,0.0,,,,,
166,08/07/16 12:07:21 AM,23.004,0.0,,,,,
167,08/07/16 12:08:21 AM,23.004,0.0,,,,,
168,08/07/16 12:09:21 AM,23.004,0.0,,,,,
169,08/07/16 12:10:21 AM,23.004,0.0,,,,,
170,08/07/16 12:11:21 AM,23.004,0.0,,,,,
171,08/07/16 12:12:21 AM,23.004,0.0,,,,,
172,08/07/16 12:13:21 AM,23.004,0.0,,,,,
173,08/07/16 12:14:21 AM,23.004,0.0,,,,,
174,08/07/16 12:15:21 AM,22.908,0.0,,,,,
175,08/07/16 12:16:21 AM,22.908,0.0,,,,,
176,08/07/16 12:17:21 AM,22.908,0.0,,,,,
177,08/07/16 12:18:21 AM,22.908,0.0,,,,,
178,08/07/16 12:19:21 AM,22.908,0.0,,,,,
179,08/07/16 12:20:21 AM,22.908,0.0,,,,,
180,08/07/16 12:21:21 AM,22.908,0.0,,,,,
181,08/07/16 12:22:21 AM,22.908,0.0,,,,,
182,08/07/16 12:23:21 AM,22.908,0.0,,,,,
183,08/07/16 12:24:21 AM,22.908,0.0,,,,,
184,08/07/16 12:25:21 AM,22.908,0.0,,,,,
185,08/07/16 12:26:21 AM,22.908,0.0,,,,,
186,08/07/16 12:27:21 AM,22.908,0.0,,,,,
187,08/07/16 12:28:21 AM,22.908,0.0,,,,,
188,08/07/16 12:29:21 AM,22.908,0.0,,,,,
189,08/07/16 12:30:21 AM,22.908,0.0,,,,,
190,08/07/16 12:31:21 AM,22.908,0.0,,,,,
191,08/07/16 12:32:21 AM,22.908,0.0,,,,,
192,08/07/16 12:33:21 AM,22.812,0.0,,,,,
193,08/07/16 12:34:21 AM,22.812,0.0,,,,,
194,08/07/16 12:35:21 AM,22.812,0.0,,,,,
195,08/07/16 12:36:21 AM,22.812,0.0,,,,,
196,08/07/16 12:37:21 AM,22.812,0.0,,,,,
197,08/07/16 12:38:21 AM,22.812,0.0,,,,,
198,08/07/16 12:39:21 AM,22.812,0.0,,,,,
199,08/07/16 12:40:21 AM,22.812,0.0,,,,,
200,08/07/16 12:41:21 AM,22.812,0.0,,,,,
201,08/07/16 12:42:21 AM,22.812,0.0,,,,,
202,08/07/16 12:43:21 AM,22.812,0.0,,,,,
203,08/07/16 12:44:21 AM,22.812,0.0,,,,,
204,08/07/16 12:45:21 AM,22.812,0.0,,,,,
205,08/07/16 12:46:21 AM,22.812,0.0,,,,,
206,08/07/16 12:47:21 AM,22.717,0.0,,,,,
207,08/07/16 12:48:21 AM,22.812,0.0,,,,,
208,08/07/16 12:49:21 AM,22.717,0.0,,,,,
209,08/07/16 12:50:21 AM,22.717,0.0,,,,,
210,08/07/16 12:51:21 AM,22.717,0.0,,,,,
211,08/07/16 12:52:21 AM,22.717,0.0,,,,,
212,08/07/16 12:53:21 AM,22.717,0.0,,,,,
213,08/07/16 12:54:21 AM,22.717,0.0,,,,,
214,08/07/16 12:55:21 AM,22.717,0.0,,,,,
215,08/07/16 12:56:21 AM,22.717,0.0,,,,,
216,08/07/16 12:57:21 AM,22.717,0.0,,,,,
217,08/07/16 12:58:21 AM,22.717,0.0,,,,,
218,08/07/16 12:59:21 AM,22.717,0.0,,,,,
219,08/07/16 01:00:21 AM,22.717,0.0,,,,,
220,08/07/16 01:01:21 AM,22.621,0.0,,,,,
221,08/07/16 01:02:21 AM,22.621,0.0,,,,,
222,08/07/16 01:03:21 AM,22.621,0.0,,,,,
223,08/07/16 01:04:21 AM,22.621,0.0,,,,,
224,08/07/16 01:05:21 AM,22.621,0.0,,,,,
225,08/07/16 01:06:21 AM,22.621,0.0,,,,,
226,08/07/16 01:07:21 AM,22.621,0.0,,,,,
227,08/07/16 01:08:21 AM,22.621,0.0,,,,,
228,08/07/16 01:09:21 AM,22.621,0.0,,,,,
229,08/07/16 01:10:21 AM,22.621,0.0,,,,,
230,08/07/16 01:11:21 AM,22.621,0.0,,,,,
231,08/07/16 01:12:21 AM,22.525,0.0,,,,,
232,08/07/16 01:13:21 AM,22.525,0.0,,,,,
233,08/07/16 01:14:21 AM,22.525,0.0,,,,,
234,08/07/16 01:15:21 AM,22.525,0.0,,,,,
235,08/07/16 01:16:21 AM,22.525,0.0,,,,,
236,08/07/16 01:17:21 AM,22.525,0.0,,,,,
237,08/07/16 01:18:21 AM,22.525,0.0,,,,,
238,08/07/16 01:19:21 AM,22.525,0.0,,,,,
239,08/07/16 01:20:21 AM,22.525,0.0,,,,,
240,08/07/16 01:21:21 AM,22.525,0.0,,,,,
241,08/07/16 01:22:21 AM,22.525,0.0,,,,,
242,08/07/16 01:23:21 AM,22.525,0.0,,,,,
243,08/07/16 01:24:21 AM,22.525,0.0,,,,,
244,08/07/16 01:25:21 AM,22.525,0.0,,,,,
245,08/07/16 01:26:21 AM,22.525,0.0,,,,,
246,08/07/16 01:27:21 AM,22.429,0.0,,,,,
247,08/07/16 01:28:21 AM,22.429,0.0,,,,,
248,08/07/16 01:29:21 AM,22.429,0.0,,,,,
249,08/07/16 01:30:21 AM,22.429,0.0,,,,,
250,08/07/16 01:31:21 AM,22.429,0.0,,,,,
251,08/07/16 01:32:21 AM,22.429,0.0,,,,,
252,08/07/16 01:33:21 AM,22.429,0.0,,,,,
253,08/07/16 01:34:21 AM,22.429,0.0,,,,,
254,08/07/16 01:35:21 AM,22.429,0.0,,,,,
255,08/07/16 01:36:21 AM,22.429,0.0,,,,,
256,08/07/16 01:37:21 AM,22.429,0.0,,,,,
257,08/07/16 01:38:21 AM,22.429,0.0,,,,,
258,08/07/16 01:39:21 AM,22.429,0.0,,,,,
259,08/07/16 01:40:21 AM,22.429,0.0,,,,,
260,08/07/16 01:41:21 AM,22.429,0.0,,,,,
261,08/07/16 01:42:21 AM,22.429,0.0,,,,,
262,08/07/16 01:43:21 AM,22.429,0.0,,,,,
263,08/07/16 01:44:21 AM,22.429,0.0,,,,,
264,08/07/16 01:45:21 AM,22.429,0.0,,,,,
265,08/07/16 01:46:21 AM,22.429,0.0,,,,,
266,08/07/16 01:47:21 AM,22.429,0.0,,,,,
267,08/07/16 01:48:21 AM,22.429,0.0,,,,,
268,08/07/16 01:49:21 AM,22.429,0.0,,,,,
269,08/07/16 01:50:21 AM,22.429,0.0,,,,,
270,08/07/16 01:51:21 AM,22.333,0.0,,,,,
271,08/07/16 01:52:21 AM,22.333,0.0,,,,,
272,08/07/16 01:53:21 AM,22.333,0.0,,,,,
273,08/07/16 01:54:21 AM,22.333,0.0,,,,,
274,08/07/16 01:55:21 AM,22.333,0.0,,,,,
275,08/07/16 01:56:21 AM,22.333,0.0,,,,,
276,08/07/16 01:57:21 AM,22.333,0.0,,,,,
277,08/07/16 01:58:21 AM,22.333,0.0,,,,,
278,08/07/16 01:59:21 AM,22.333,0.0,,,,,
279,08/07/16 02:00:21 AM,22.333,0.0,,,,,
280,08/07/16 02:01:21 AM,22.333,0.0,,,,,
281,08/07/16 02:02:21 AM,22.333,0.0,,,,,
282,08/07/16 02:03:21 AM,22.333,0.0,,,,,
283,08/07/16 02:04:21 AM,22.238,0.0,,,,,
284,08/07/16 02:05:21 AM,22.238,0.0,,,,,
285,08/07/16 02:06:21 AM,22.238,0.0,,,,,
286,08/07/16 02:07:21 AM,22.238,0.0,,,,,
287,08/07/16 02:08:21 AM,22.238,0.0,,,,,
288,08/07/16 02:09:21 AM,22.238,0.0,,,,,
289,08/07/16 02:10:21 AM,22.238,0.0,,,,,
290,08/07/16 02:11:21 AM,22.238,0.0,,,,,
291,08/07/16 02:12:21 AM,22.238,0.0,,,,,
292,08/07/16 02:13:21 AM,22.238,0.0,,,,,
293,08/07/16 02:14:21 AM,22.238,0.0,,,,,
294,08/07/16 02:15:21 AM,22.238,0.0,,,,,
295,08/07/16 02:16:21 AM,22.142,0.0,,,,,
296,08/07/16 02:17:21 AM,22.142,0.0,,,,,
297,08/07/16 02:18:21 AM,22.142,0.0,,,,,
298,08/07/16 02:19:21 AM,22.142,0.0,,,,,
299,08/07/16 02:20:21 AM,22.142,0.0,,,,,
300,08/07/16 02:21:21 AM,22.142,0.0,,,,,
301,08/07/16 02:22:21 AM,22.142,0.0,,,,,
302,08/07/16 02:23:21 AM,22.142,0.0,,,,,
303,08/07/16 02:24:21 AM,22.142,0.0,,,,,
304,08/07/16 02:25:21 AM,22.142,0.0,,,,,
305,08/07/16 02:26:21 AM,22.142,0.0,,,,,
306,08/07/16 02:27:21 AM,22.142,0.0,,,,,
307,08/07/16 02:28:21 AM,22.142,0.0,,,,,
308,08/07/16 02:29:21 AM,22.142,0.0,,,,,
309,08/07/16 02:30:21 AM,22.142,0.0,,,,,
310,08/07/16 02:31:21 AM,22.142,0.0,,,,,
311,08/07/16 02:32:21 AM,22.046,0.0,,,,,
312,08/07/16 02:33:21 AM,22.046,0.0,,,,,
313,08/07/16 02:34:21 AM,22.046,0.0,,,,,
314,08/07/16 02:35:21 AM,22.046,0.0,,,,,
315,08/07/16 02:36:21 AM,22.046,0.0,,,,,
316,08/07/16 02:37:21 AM,22.046,0.0,,,,,
317,08/07/16 02:38:21 AM,22.046,0.0,,,,,
318,08/07/16 02:39:21 AM,22.046,0.0,,,,,
319,08/07/16 02:40:21 AM,22.046,0.0,,,,,
320,08/07/16 02:41:21 AM,22.046,0.0,,,,,
321,08/07/16 02:42:21 AM,22.046,0.0,,,,,
322,08/07/16 02:43:21 AM,22.046,0.0,,,,,
323,08/07/16 02:44:21 AM,22.046,0.0,,,,,
324,08/07/16 02:45:21 AM,22.046,0.0,,,,,
325,08/07/16 02:46:21 AM,22.046,0.0,,,,,
326,08/07/16 02:47:21 AM,22.046,0.0,,,,,
327,08/07/16 02:48:21 AM,22.046,0.0,,,,,
328,08/07/16 02:49:21 AM,22.046,0.0,,,,,
329,08/07/16 02:50:21 AM,22.046,0.0,,,,,
330,08/07/16 02:51:21 AM,21.951,0.0,,,,,
331,08/07/16 02:52:21 AM,22.046,0.0,,,,,
332,08/07/16 02:53:21 AM,21.951,0.0,,,,,
333,08/07/16 02:54:21 AM,21.951,0.0,,,,,
334,08/07/16 02:55:21 AM,21.951,0.0,,,,,
335,08/07/16 02:56:21 AM,21.951,0.0,,,,,
336,08/07/16 02:57:21 AM,21.951,0.0,,,,,
337,08/07/16 02:58:21 AM,21.951,0.0,,,,,
338,08/07/16 02:59:21 AM,21.951,0.0,,,,,
339,08/07/16 03:00:21 AM,21.951,0.0,,,,,
340,08/07/16 03:01:21 AM,21.951,0.0,,,,,
341,08/07/16 03:02:21 AM,21.951,0.0,,,,,
342,08/07/16 03:03:21 AM,21.951,0.0,,,,,
343,08/07/16 03:04:21 AM,21.855,0.0,,,,,
344,08/07/16 03:05:21 AM,21.951,0.0,,,,,
345,08/07/16 03:06:21 AM,21.855,0.0,,,,,
346,08/07/16 03:07:21 AM,21.855,0.0,,,,,
347,08/07/16 03:08:21 AM,21.855,0.0,,,,,
348,08/07/16 03:09:21 AM,21.855,0.0,,,,,
349,08/07/16 03:10:21 AM,21.855,0.0,,,,,
350,08/07/16 03:11:21 AM,21.855,0.0,,,,,
351,08/07/16 03:12:21 AM,21.855,0.0,,,,,
352,08/07/16 03:13:21 AM,21.855,0.0,,,,,
353,08/07/16 03:14:21 AM,21.855,0.0,,,,,
354,08/07/16 03:15:21 AM,21.855,0.0,,,,,
355,08/07/16 03:16:21 AM,21.855,0.0,,,,,
356,08/07/16 03:17:21 AM,21.855,0.0,,,,,
357,08/07/16 03:18:21 AM,21.855,0.0,,,,,
358,08/07/16 03:19:21 AM,21.855,0.0,,,,,
359,08/07/16 03:20:21 AM,21.855,0.0,,,,,
360,08/07/16 03:21:21 AM,21.855,0.0,,,,,
361,08/07/16 03:22:21 AM,21.855,0.0,,,,,
362,08/07/16 03:23:21 AM,21.855,0.0,,,,,
363,08/07/16 03:24:21 AM,21.855,0.0,,,,,
364,08/07/16 03:25:21 AM,21.855,0.0,,,,,
365,08/07/16 03:26:21 AM,21.855,0.0,,,,,
366,08/07/16 03:27:21 AM,21.855,0.0,,,,,
367,08/07/16 03:28:21 AM,21.855,0.0,,,,,
368,08/07/16 03:29:21 AM,21.855,0.0,,,,,
369,08/07/16 03:30:21 AM,21.855,0.0,,,,,
370,08/07/16 03:31:21 AM,21.855,0.0,,,,,
371,08/07/16 03:32:21 AM,21.855,0.0,,,,,
372,08/07/16 03:33:21 AM,21.855,0.0,,,,,
373,08/07/16 03:34:21 AM,21.855,0.0,,,,,
374,08/07/16 03:35:21 AM,21.855,0.0,,,,,
375,08/07/16 03:36:21 AM,21.855,0.0,,,,,
376,08/07/16 03:37:21 AM,21.855,0.0,,,,,
377,08/07/16 03:38:21 AM,21.855,0.0,,,,,
378,08/07/16 03:39:21 AM,21.855,0.0,,,,,
379,08/07/16 03:40:21 AM,21.855,0.0,,,,,
380,08/07/16 03:41:21 AM,21.855,0.0,,,,,
381,08/07/16 03:42:21 AM,21.855,0.0,,,,,
382,08/07/16 03:43:21 AM,21.855,0.0,,,,,
383,08/07/16 03:44:21 AM,21.855,0.0,,,,,
384,08/07/16 03:45:21 AM,21.855,0.0,,,,,
385,08/07/16 03:46:21 AM,21.855,0.0,,,,,
386,08/07/16 03:47:21 AM,21.760,0.0,,,,,
387,08/07/16 03:48:21 AM,21.855,0.0,,,,,
388,08/07/16 03:49:21 AM,21.855,0.0,,,,,
389,08/07/16 03:50:21 AM,21.760,0.0,,,,,
390,08/07/16 03:51:21 AM,21.760,0.0,,,,,
391,08/07/16 03:52:21 AM,21.760,0.0,,,,,
392,08/07/16 03:53:21 AM,21.760,0.0,,,,,
393,08/07/16 03:54:21 AM,21.760,0.0,,,,,
394,08/07/16 03:55:21 AM,21.760,0.0,,,,,
395,08/07/16 03:56:21 AM,21.760,0.0,,,,,
396,08/07/16 03:57:21 AM,21.760,0.0,,,,,
397,08/07/16 03:58:21 AM,21.760,0.0,,,,,
398,08/07/16 03:59:21 AM,21.760,0.0,,,,,
399,08/07/16 04:00:21 AM,21.760,0.0,,,,,
400,08/07/16 04:01:21 AM,21.760,0.0,,,,,
401,08/07/16 04:02:21 AM,21.760,0.0,,,,,
402,08/07/16 04:03:21 AM,21.760,0.0,,,,,
403,08/07/16 04:04:21 AM,21.760,0.0,,,,,
404,08/07/16 04:05:21 AM,21.760,0.0,,,,,
405,08/07/16 04:06:21 AM,21.760,0.0,,,,,
406,08/07/16 04:07:21 AM,21.760,0.0,,,,,
407,08/07/16 04:08:21 AM,21.760,0.0,,,,,
408,08/07/16 04:09:21 AM,21.760,0.0,,,,,
409,08/07/16 04:10:21 AM,21.760,0.0,,,,,
410,08/07/16 04:11:21 AM,21.760,0.0,,,,,
411,08/07/16 04:12:21 AM,21.664,0.0,,,,,
412,08/07/16 04:13:21 AM,21.664,0.0,,,,,
413,08/07/16 04:14:21 AM,21.664,0.0,,,,,
414,08/07/16 04:15:21 AM,21.664,0.0,,,,,
415,08/07/16 04:16:21 AM,21.664,0.0,,,,,
416,08/07/16 04:17:21 AM,21.664,0.0,,,,,
417,08/07/16 04:18:21 AM,21.664,0.0,,,,,
418,08/07/16 04:19:21 AM,21.664,0.0,,,,,
419,08/07/16 04:20:21 AM,21.664,0.0,,,,,
420,08/07/16 04:21:21 AM,21.664,0.0,,,,,
421,08/07/16 04:22:21 AM,21.664,0.0,,,,,
422,08/07/16 04:23:21 AM,21.664,0.0,,,,,
423,08/07/16 04:24:21 AM,21.569,0.0,,,,,
424,08/07/16 04:25:21 AM,21.569,0.0,,,,,
425,08/07/16 04:26:21 AM,21.569,0.0,,,,,
426,08/07/16 04:27:21 AM,21.569,0.0,,,,,
427,08/07/16 04:28:21 AM,21.569,0.0,,,,,
428,08/07/16 04:29:21 AM,21.569,0.0,,,,,
429,08/07/16 04:30:21 AM,21.569,0.0,,,,,
430,08/07/16 04:31:21 AM,21.569,0.0,,,,,
431,08/07/16 04:32:21 AM,21.569,0.0,,,,,
432,08/07/16 04:33:21 AM,21.569,0.0,,,,,
433,08/07/16 04:34:21 AM,21.569,0.0,,,,,
434,08/07/16 04:35:21 AM,21.569,0.0,,,,,
435,08/07/16 04:36:21 AM,21.569,0.0,,,,,
436,08/07/16 04:37:21 AM,21.473,0.0,,,,,
437,08/07/16 04:38:21 AM,21.473,0.0,,,,,
438,08/07/16 04:39:21 AM,21.473,0.0,,,,,
439,08/07/16 04:40:21 AM,21.473,0.0,,,,,
440,08/07/16 04:41:21 AM,21.473,0.0,,,,,
441,08/07/16 04:42:21 AM,21.473,0.0,,,,,
442,08/07/16 04:43:21 AM,21.473,0.0,,,,,
443,08/07/16 04:44:21 AM,21.473,0.0,,,,,
444,08/07/16 04:45:21 AM,21.473,0.0,,,,,
445,08/07/16 04:46:21 AM,21.473,0.0,,,,,
446,08/07/16 04:47:21 AM,21.473,0.0,,,,,
447,08/07/16 04:48:21 AM,21.473,0.0,,,,,
448,08/07/16 04:49:21 AM,21.473,0.0,,,,,
449,08/07/16 04:50:21 AM,21.473,0.0,,,,,
450,08/07/16 04:51:21 AM,21.473,0.0,,,,,
451,08/07/16 04:52:21 AM,21.473,0.0,,,,,
452,08/07/16 04:53:21 AM,21.473,0.0,,,,,
453,08/07/16 04:54:21 AM,21.473,0.0,,,,,
